filename	language	ner_annotations
CARMEN-I_IR_400	es	False
CARMEN-I_IR_401	bi	False
CARMEN-I_IR_402	es	False
CARMEN-I_IR_403	es	False
CARMEN-I_IR_404	es	False
CARMEN-I_IT_ANTECEDENTES_11	es	False
CARMEN-I_IR_405	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_18	bi	True
CARMEN-I_IR_406	es	False
CARMEN-I_IR_407	es	False
CARMEN-I_IR_408	es	False
CARMEN-I_IR_409	es	False
CARMEN-I_IA_PROCESO_ACTUAL_34	es	True
CARMEN-I_IR_410	es	False
CARMEN-I_IT_PROCESO_ACTUAL_19	es	False
CARMEN-I_IR_411	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_9	es	True
CARMEN-I_CC_3	es	True
CARMEN-I_IT_EXPLORACION_CLINICA_14	es	False
CARMEN-I_IR_412	es	False
CARMEN-I_IR_413	es	False
CARMEN-I_IR_414	es	False
CARMEN-I_IR_415	es	False
CARMEN-I_IR_416	es	False
CARMEN-I_IR_417	es	False
CARMEN-I_IR_418	bi	False
CARMEN-I_IT_ANTECEDENTES_12	es	False
CARMEN-I_IR_419	es	False
CARMEN-I_IR_420	es	False
CARMEN-I_IR_421	bi	False
CARMEN-I_IR_422	es	False
CARMEN-I_IR_423	es	False
CARMEN-I_IR_424	es	False
CARMEN-I_IA_PROCESO_ACTUAL_35	es	True
CARMEN-I_IR_425	es	False
CARMEN-I_IA_EVOL_51	es	False
CARMEN-I_IR_426	es	False
CARMEN-I_IR_427	bi	False
CARMEN-I_IA_EVOL_52	es	True
CARMEN-I_IA_EXPLORACION_CLINICA_10	es	True
CARMEN-I_IR_428	es	False
CARMEN-I_IA_PLAN_TERAPEUTICO_8	es	True
CARMEN-I_IT_PLAN_TERAPEUTICO_1	es	False
CARMEN-I_IR_429	bi	False
CARMEN-I_IR_430	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_19	es	True
CARMEN-I_IR_431	es	False
CARMEN-I_IT_PROCESO_ACTUAL_20	es	False
CARMEN-I_IR_432	es	False
CARMEN-I_IR_433	es	False
CARMEN-I_IR_434	es	False
CARMEN-I_IA_ANTECEDENTES_47	es	True
CARMEN-I_IA_ANTECEDENTES_48	es	True
CARMEN-I_IR_435	cat	False
CARMEN-I_IA_EVOL_53	es	False
CARMEN-I_IR_436	es	False
CARMEN-I_IR_437	bi	False
CARMEN-I_IR_438	es	False
CARMEN-I_IT_PROCESO_ACTUAL_21	es	False
CARMEN-I_IA_EVOL_54	es	True
CARMEN-I_IR_439	es	False
CARMEN-I_IA_SEGUIMIENTO_17	es	False
CARMEN-I_IA_EVOL_55	bi	True
CARMEN-I_IT_EXPLORACION_CLINICA_15	es	False
CARMEN-I_IR_440	es	False
CARMEN-I_IR_441	es	False
CARMEN-I_IR_442	es	False
CARMEN-I_IA_ANTECEDENTES_49	es	True
CARMEN-I_IR_443	es	False
CARMEN-I_IR_444	bi	False
CARMEN-I_IT_ANTECEDENTES_13	es	False
CARMEN-I_IT_ANTECEDENTES_14	bi	True
CARMEN-I_IR_445	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_16	es	False
CARMEN-I_IR_446	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_17	es	False
CARMEN-I_IA_RADIOGRAFIA_19	es	True
CARMEN-I_IR_447	es	False
CARMEN-I_IT_INTERVENCION_QUIRURGICA_7	bi	False
CARMEN-I_IR_448	es	False
CARMEN-I_IR_449	es	False
CARMEN-I_IT_ANTECEDENTES_15	es	False
CARMEN-I_IR_450	es	False
CARMEN-I_IA_EVOL_56	es	True
CARMEN-I_IA_EXPLORACION_CLINICA_11	es	True
CARMEN-I_IR_451	es	False
CARMEN-I_IT_PROCESO_ACTUAL_22	es	False
CARMEN-I_IR_452	bi	False
CARMEN-I_IR_453	es	False
CARMEN-I_IA_ANTECEDENTES_50	es	True
CARMEN-I_IT_ANTECEDENTES_16	es	True
CARMEN-I_IA_SEGUIMIENTO_18	es	True
CARMEN-I_IA_PROCESO_ACTUAL_36	es	True
CARMEN-I_IR_454	es	False
CARMEN-I_IA_SEGUIMIENTO_19	es	False
CARMEN-I_IA_RADIOGRAFIA_20	es	True
CARMEN-I_IA_ANTECEDENTES_51	es	True
CARMEN-I_IA_ANTECEDENTES_52	es	False
CARMEN-I_IR_455	es	False
CARMEN-I_IR_456	es	False
CARMEN-I_IR_457	bi	False
CARMEN-I_IA_ANTECEDENTES_53	es	False
CARMEN-I_IR_458	es	False
CARMEN-I_IR_459	es	False
CARMEN-I_IR_460	es	False
CARMEN-I_IR_461	es	False
CARMEN-I_IT_ANTECEDENTES_17	es	False
CARMEN-I_IR_462	es	False
CARMEN-I_IA_ANTECEDENTES_54	es	True
CARMEN-I_IR_463	es	False
CARMEN-I_IR_464	es	False
CARMEN-I_IA_ANTECEDENTES_55	cat	True
CARMEN-I_IA_EVOL_57	es	True
CARMEN-I_IR_465	bi	False
CARMEN-I_IR_466	es	False
CARMEN-I_IR_467	es	False
CARMEN-I_IA_ANTECEDENTES_56	es	True
CARMEN-I_IR_468	bi	False
CARMEN-I_IT_ANTECEDENTES_18	es	False
CARMEN-I_IR_469	es	False
CARMEN-I_IA_ANTECEDENTES_57	es	True
CARMEN-I_IA_PROCESO_ACTUAL_37	es	True
CARMEN-I_IR_470	es	False
CARMEN-I_IR_471	es	False
CARMEN-I_IR_472	es	False
CARMEN-I_IR_473	es	False
CARMEN-I_IR_474	es	False
CARMEN-I_IR_475	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_20	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_18	es	False
CARMEN-I_IR_476	es	False
CARMEN-I_IR_477	es	False
CARMEN-I_IR_478	bi	False
CARMEN-I_IA_ANTECEDENTES_58	es	True
CARMEN-I_IR_479	bi	False
CARMEN-I_IR_480	es	False
CARMEN-I_IA_PROCESO_ACTUAL_38	es	False
CARMEN-I_IR_481	es	False
CARMEN-I_IR_482	es	False
CARMEN-I_IR_483	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_39	es	True
CARMEN-I_IR_484	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_12	es	True
CARMEN-I_IA_PROCESO_ACTUAL_40	es	True
CARMEN-I_IT_PROCESO_ACTUAL_23	es	False
CARMEN-I_IR_485	bi	False
CARMEN-I_IR_486	es	False
CARMEN-I_IA_SEGUIMIENTO_20	es	True
CARMEN-I_IA_PLAN_TERAPEUTICO_9	es	False
CARMEN-I_IR_487	es	False
CARMEN-I_IR_488	bi	False
CARMEN-I_IT_EXPLORACION_CLINICA_19	es	False
CARMEN-I_IA_ANTECEDENTES_59	es	True
CARMEN-I_IR_489	bi	False
CARMEN-I_IR_490	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_20	es	False
CARMEN-I_IA_SEGUIMIENTO_21	es	False
CARMEN-I_IA_ANTECEDENTES_60	es	True
CARMEN-I_IT_ANTECEDENTES_19	es	True
CARMEN-I_IA_EVOL_58	es	True
CARMEN-I_IR_491	bi	False
CARMEN-I_IR_492	es	False
CARMEN-I_IR_493	es	False
CARMEN-I_IR_494	cat	False
CARMEN-I_IR_495	es	False
CARMEN-I_IR_496	es	False
CARMEN-I_IR_497	es	False
CARMEN-I_IR_498	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_13	es	True
CARMEN-I_IA_ANTECEDENTES_61	es	True
CARMEN-I_IA_ANTECEDENTES_62	es	True
CARMEN-I_IA_EVOL_59	es	True
CARMEN-I_IR_499	es	False
CARMEN-I_IR_500	es	False
CARMEN-I_IA_PROCESO_ACTUAL_41	es	False
CARMEN-I_IR_501	es	False
CARMEN-I_IR_502	es	False
CARMEN-I_IE_2	es	True
CARMEN-I_IR_503	es	False
CARMEN-I_IR_504	bi	False
CARMEN-I_IR_505	es	False
CARMEN-I_IA_PLAN_TERAPEUTICO_10	es	True
CARMEN-I_IA_EVOL_60	es	True
CARMEN-I_IR_506	es	False
CARMEN-I_IA_PROCESO_ACTUAL_42	es	True
CARMEN-I_IR_507	es	False
CARMEN-I_IR_508	es	False
CARMEN-I_IA_EVOL_61	es	True
CARMEN-I_IA_ANTECEDENTES_63	es	True
CARMEN-I_IR_509	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_14	es	True
CARMEN-I_IA_PROCESO_ACTUAL_43	es	False
CARMEN-I_IR_510	es	False
CARMEN-I_IR_511	es	False
CARMEN-I_IE_3	es	True
CARMEN-I_IR_512	bi	False
CARMEN-I_IR_513	bi	False
CARMEN-I_IR_514	es	False
CARMEN-I_IR_515	bi	False
CARMEN-I_IR_516	bi	False
CARMEN-I_IR_517	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_21	es	False
CARMEN-I_IA_PROCESO_ACTUAL_44	es	True
CARMEN-I_IR_518	es	False
CARMEN-I_IR_519	es	False
CARMEN-I_IR_520	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_21	bi	True
CARMEN-I_IA_EVOL_62	es	True
CARMEN-I_IR_521	es	False
CARMEN-I_IA_SEGUIMIENTO_22	es	False
CARMEN-I_IR_522	es	False
CARMEN-I_IA_EVOL_63	es	True
CARMEN-I_IR_523	es	False
CARMEN-I_IA_SEGUIMIENTO_23	es	False
CARMEN-I_IR_524	es	False
CARMEN-I_IA_ANTECEDENTES_64	es	False
CARMEN-I_IR_525	bi	False
CARMEN-I_IR_526	es	False
CARMEN-I_IR_527	bi	False
CARMEN-I_IR_528	es	False
CARMEN-I_IA_ANTECEDENTES_65	es	False
CARMEN-I_IT_ANTECEDENTES_20	es	False
CARMEN-I_IR_529	es	False
CARMEN-I_IA_EVOL_64	es	False
CARMEN-I_IR_530	es	False
CARMEN-I_IR_531	bi	False
CARMEN-I_IR_532	es	False
CARMEN-I_IR_533	es	False
CARMEN-I_IR_534	es	False
CARMEN-I_IR_535	es	False
CARMEN-I_IT_PROCESO_ACTUAL_24	es	False
CARMEN-I_IR_536	es	False
CARMEN-I_IT_PROCESO_ACTUAL_25	es	False
CARMEN-I_IA_ANTECEDENTES_66	es	True
CARMEN-I_IT_PROCESO_ACTUAL_26	es	False
CARMEN-I_IR_537	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_22	es	True
CARMEN-I_IR_538	es	False
CARMEN-I_IR_539	bi	False
CARMEN-I_IR_540	es	False
CARMEN-I_IA_EVOL_65	es	True
CARMEN-I_IR_541	es	False
CARMEN-I_IR_542	es	False
CARMEN-I_IR_543	es	False
CARMEN-I_IR_544	bi	False
CARMEN-I_IT_EXPLORACION_CLINICA_22	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_23	bi	True
CARMEN-I_IA_RADIOGRAFIA_21	bi	True
CARMEN-I_IR_545	bi	False
CARMEN-I_IR_546	es	False
CARMEN-I_IR_547	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_23	cat	False
CARMEN-I_IR_548	bi	False
CARMEN-I_IR_549	es	False
CARMEN-I_IR_550	es	False
CARMEN-I_IR_551	bi	False
CARMEN-I_IR_552	cat	False
CARMEN-I_IA_EXPLORACION_CLINICA_15	es	True
CARMEN-I_IR_553	bi	False
CARMEN-I_IT_ANTECEDENTES_21	es	True
CARMEN-I_IR_554	bi	False
CARMEN-I_IR_555	es	False
CARMEN-I_IA_SEGUIMIENTO_24	es	False
CARMEN-I_IA_ANTECEDENTES_67	es	False
CARMEN-I_IR_556	es	False
CARMEN-I_IA_INTERVENCION_QUIRURGICA_6	es	False
CARMEN-I_IR_557	es	False
CARMEN-I_IA_SEGUIMIENTO_25	es	True
CARMEN-I_IA_ANTECEDENTES_68	es	False
CARMEN-I_IR_558	es	False
CARMEN-I_IR_559	es	False
CARMEN-I_IT_ANTECEDENTES_22	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_45	es	False
CARMEN-I_IR_560	es	False
CARMEN-I_IA_ANTECEDENTES_69	es	True
CARMEN-I_IA_PROCESO_ACTUAL_46	es	True
CARMEN-I_IR_561	es	False
CARMEN-I_IT_PLAN_TERAPEUTICO_2	es	False
CARMEN-I_IA_EVOL_66	es	True
CARMEN-I_IR_562	es	True
CARMEN-I_IR_563	es	False
CARMEN-I_IR_564	es	False
CARMEN-I_IR_565	es	False
CARMEN-I_IR_566	es	False
CARMEN-I_IR_567	bi	False
CARMEN-I_IR_568	es	False
CARMEN-I_IA_RADIOGRAFIA_22	es	True
CARMEN-I_IA_PROCESO_ACTUAL_47	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_24	es	False
CARMEN-I_IR_569	es	False
CARMEN-I_IT_PROCESO_ACTUAL_27	es	False
CARMEN-I_IA_PROCESO_ACTUAL_48	es	False
CARMEN-I_IR_570	es	False
CARMEN-I_IR_571	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_49	es	True
CARMEN-I_IR_572	es	False
CARMEN-I_IA_EVOL_67	es	False
CARMEN-I_IA_ANTECEDENTES_70	es	False
CARMEN-I_IR_573	es	False
CARMEN-I_IA_PROCESO_ACTUAL_50	es	True
CARMEN-I_IA_EVOL_68	es	False
CARMEN-I_IR_574	bi	False
CARMEN-I_IA_PLAN_TERAPEUTICO_11	es	True
CARMEN-I_IR_575	bi	False
CARMEN-I_IR_576	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_16	es	True
CARMEN-I_IA_ANTECEDENTES_71	es	False
CARMEN-I_CC_4	es	True
CARMEN-I_IR_577	bi	False
CARMEN-I_IR_578	es	True
CARMEN-I_IA_EVOL_69	es	True
CARMEN-I_IA_SEGUIMIENTO_26	es	False
CARMEN-I_IR_579	es	False
CARMEN-I_IA_INTERVENCION_QUIRURGICA_7	es	True
CARMEN-I_IA_PROCESO_ACTUAL_51	es	False
CARMEN-I_IA_PLAN_TERAPEUTICO_12	es	True
CARMEN-I_IR_580	es	False
CARMEN-I_IR_581	es	False
CARMEN-I_IA_ANTECEDENTES_72	es	True
CARMEN-I_IA_PLAN_TERAPEUTICO_13	es	True
CARMEN-I_IT_INTERVENCION_QUIRURGICA_8	es	False
CARMEN-I_IR_582	es	False
CARMEN-I_IR_583	es	False
CARMEN-I_IR_584	es	False
CARMEN-I_IR_585	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_17	es	True
CARMEN-I_IA_RADIOGRAFIA_23	es	True
CARMEN-I_IR_586	es	False
CARMEN-I_IR_587	es	False
CARMEN-I_IR_588	es	False
CARMEN-I_IA_PLAN_TERAPEUTICO_14	es	False
CARMEN-I_IA_PROCESO_ACTUAL_52	es	True
CARMEN-I_IR_589	es	False
CARMEN-I_IR_590	es	False
CARMEN-I_IR_591	es	False
CARMEN-I_IE_4	es	True
CARMEN-I_IR_592	es	False
CARMEN-I_IT_INTERVENCION_QUIRURGICA_9	cat	False
CARMEN-I_IR_593	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_25	es	True
CARMEN-I_IT_PROCESO_ACTUAL_28	es	True
CARMEN-I_IR_594	es	False
CARMEN-I_IR_595	es	False
CARMEN-I_IR_596	es	False
CARMEN-I_IR_597	es	False
CARMEN-I_IA_ANTECEDENTES_73	es	False
CARMEN-I_IR_598	es	False
CARMEN-I_IR_599	bi	False
CARMEN-I_IR_600	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_26	es	True
CARMEN-I_IT_EXPLORACION_CLINICA_24	es	False
CARMEN-I_IA_PROCESO_ACTUAL_53	es	True
CARMEN-I_IA_ANTECEDENTES_74	es	True
CARMEN-I_IR_601	es	False
CARMEN-I_IA_EVOL_70	es	True
CARMEN-I_IR_602	es	False
CARMEN-I_IR_603	es	False
CARMEN-I_IR_604	es	False
CARMEN-I_IA_ANTECEDENTES_75	es	True
CARMEN-I_IT_ANTECEDENTES_23	es	False
CARMEN-I_IR_605	es	False
CARMEN-I_IR_606	es	False
CARMEN-I_IT_PROCESO_ACTUAL_29	es	False
CARMEN-I_IA_EVOL_71	es	True
CARMEN-I_IR_607	es	False
CARMEN-I_IR_608	es	False
CARMEN-I_IR_609	es	False
CARMEN-I_IR_610	es	False
CARMEN-I_IR_611	es	False
CARMEN-I_IA_PROCESO_ACTUAL_54	es	True
CARMEN-I_IR_612	es	False
CARMEN-I_IR_613	es	False
CARMEN-I_IR_614	es	False
CARMEN-I_IR_615	es	False
CARMEN-I_IR_616	es	False
CARMEN-I_IR_617	es	False
CARMEN-I_IA_EVOL_72	es	True
CARMEN-I_IR_618	es	False
CARMEN-I_IR_619	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_25	es	False
CARMEN-I_IR_620	es	False
CARMEN-I_IR_621	es	False
CARMEN-I_IA_PROCESO_ACTUAL_55	es	True
CARMEN-I_IT_PROCESO_ACTUAL_30	es	False
CARMEN-I_IR_622	bi	False
CARMEN-I_IR_623	es	False
CARMEN-I_IR_624	es	False
CARMEN-I_IR_625	es	False
CARMEN-I_IR_626	es	False
CARMEN-I_IR_627	bi	False
CARMEN-I_IR_628	es	False
CARMEN-I_IT_ANTECEDENTES_24	es	False
CARMEN-I_IR_629	bi	False
CARMEN-I_IR_630	bi	False
CARMEN-I_IT_ANTECEDENTES_25	es	False
CARMEN-I_IR_631	es	False
CARMEN-I_IR_632	es	False
CARMEN-I_IR_633	es	False
CARMEN-I_IR_634	bi	False
CARMEN-I_IA_ANTECEDENTES_76	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_27	bi	True
CARMEN-I_IA_PROCESO_ACTUAL_56	es	True
CARMEN-I_IA_ANTECEDENTES_77	es	True
CARMEN-I_IR_635	es	False
CARMEN-I_IR_636	bi	False
CARMEN-I_IR_637	es	False
CARMEN-I_IR_638	es	False
CARMEN-I_IR_639	bi	False
CARMEN-I_IR_640	es	False
CARMEN-I_IA_INTERVENCION_QUIRURGICA_8	es	True
CARMEN-I_IR_641	es	False
CARMEN-I_IR_642	es	False
CARMEN-I_IR_643	es	False
CARMEN-I_IA_EVOL_73	es	True
CARMEN-I_IA_EVOL_74	es	True
CARMEN-I_IR_644	es	False
CARMEN-I_IR_645	es	False
CARMEN-I_IR_646	es	False
CARMEN-I_IR_647	es	False
CARMEN-I_IR_648	es	False
CARMEN-I_IA_EVOL_75	bi	True
CARMEN-I_IT_ANTECEDENTES_26	bi	False
CARMEN-I_IA_ANTECEDENTES_78	es	True
CARMEN-I_IR_649	es	False
CARMEN-I_IR_650	bi	False
CARMEN-I_IR_651	es	False
CARMEN-I_IA_EVOL_76	es	True
CARMEN-I_IA_EVOL_77	es	True
CARMEN-I_IA_ANTECEDENTES_79	es	True
CARMEN-I_IR_652	es	False
CARMEN-I_IR_653	es	False
CARMEN-I_IR_654	es	False
CARMEN-I_IR_655	es	False
CARMEN-I_IR_656	es	False
CARMEN-I_IR_657	es	False
CARMEN-I_IR_658	es	False
CARMEN-I_IR_659	es	False
CARMEN-I_IR_660	es	False
CARMEN-I_IR_661	bi	False
CARMEN-I_IR_662	bi	False
CARMEN-I_IA_PLAN_TERAPEUTICO_15	es	True
CARMEN-I_IA_EVOL_78	es	True
CARMEN-I_IR_663	es	False
CARMEN-I_IR_664	es	False
CARMEN-I_IR_665	bi	False
CARMEN-I_IT_ANTECEDENTES_27	es	False
CARMEN-I_IR_666	es	False
CARMEN-I_IR_667	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_28	bi	True
CARMEN-I_IT_ANTECEDENTES_28	es	False
CARMEN-I_IA_INTERVENCION_QUIRURGICA_9	es	True
CARMEN-I_IA_ANTECEDENTES_80	es	True
CARMEN-I_IA_EVOL_79	es	True
CARMEN-I_IR_668	es	False
CARMEN-I_IR_669	es	False
CARMEN-I_IR_670	es	False
CARMEN-I_IR_671	es	False
CARMEN-I_IA_ANTECEDENTES_81	es	True
CARMEN-I_IA_ANTECEDENTES_82	es	False
CARMEN-I_IR_672	es	False
CARMEN-I_IR_673	es	False
CARMEN-I_IA_EVOL_80	es	False
CARMEN-I_IR_674	es	False
CARMEN-I_IA_RADIOGRAFIA_24	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_29	es	True
CARMEN-I_IR_675	cat	False
CARMEN-I_IR_676	es	False
CARMEN-I_IR_677	es	False
CARMEN-I_IR_678	es	False
CARMEN-I_IA_PROCESO_ACTUAL_57	es	True
CARMEN-I_IR_679	bi	False
CARMEN-I_IR_680	bi	False
CARMEN-I_IR_681	es	False
CARMEN-I_IA_PROCESO_ACTUAL_58	es	True
CARMEN-I_IR_682	bi	False
CARMEN-I_IR_683	es	False
CARMEN-I_IR_684	es	False
CARMEN-I_IR_685	es	False
CARMEN-I_IR_686	es	False
CARMEN-I_IR_687	es	False
CARMEN-I_IA_EVOL_81	es	False
CARMEN-I_IR_688	es	False
CARMEN-I_IA_PLAN_TERAPEUTICO_16	es	False
CARMEN-I_IR_689	es	False
CARMEN-I_IT_PROCESO_ACTUAL_31	es	False
CARMEN-I_IA_PROCESO_ACTUAL_59	es	True
CARMEN-I_IR_690	es	False
CARMEN-I_IA_SEGUIMIENTO_27	es	True
CARMEN-I_IR_691	es	False
CARMEN-I_IR_692	bi	False
CARMEN-I_IR_693	es	False
CARMEN-I_IR_694	es	False
CARMEN-I_IR_695	es	False
CARMEN-I_IA_PROCESO_ACTUAL_60	es	False
CARMEN-I_IA_EVOL_82	es	True
CARMEN-I_IR_696	es	False
CARMEN-I_IR_697	es	False
CARMEN-I_IA_EVOL_83	es	True
CARMEN-I_IA_ANTECEDENTES_83	es	False
CARMEN-I_IR_698	es	False
CARMEN-I_IR_699	es	False
CARMEN-I_IR_700	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_18	es	True
CARMEN-I_IR_701	es	False
CARMEN-I_IR_702	es	False
CARMEN-I_IR_703	bi	False
CARMEN-I_IR_704	es	False
CARMEN-I_IT_ANTECEDENTES_29	es	False
CARMEN-I_IR_705	es	False
CARMEN-I_IR_706	bi	False
CARMEN-I_IR_707	es	False
CARMEN-I_IR_708	es	False
CARMEN-I_IR_709	es	False
CARMEN-I_IA_EVOL_84	es	True
CARMEN-I_IR_710	es	False
CARMEN-I_IR_711	es	False
CARMEN-I_IR_712	es	False
CARMEN-I_IR_713	es	False
CARMEN-I_IR_714	es	False
CARMEN-I_IA_ANTECEDENTES_84	es	True
CARMEN-I_IA_EVOL_85	es	True
CARMEN-I_IR_715	bi	False
CARMEN-I_IR_716	es	False
CARMEN-I_IR_717	es	False
CARMEN-I_IR_718	es	False
CARMEN-I_IA_EVOL_86	es	False
CARMEN-I_IR_719	es	True
CARMEN-I_IR_720	es	False
CARMEN-I_IR_721	es	False
CARMEN-I_IR_722	bi	False
CARMEN-I_IR_723	bi	False
CARMEN-I_IT_ANTECEDENTES_30	es	False
CARMEN-I_IR_724	es	False
CARMEN-I_IA_INTERVENCION_QUIRURGICA_10	es	True
CARMEN-I_IR_725	es	False
CARMEN-I_IR_726	es	False
CARMEN-I_IR_727	bi	False
CARMEN-I_IR_728	es	False
CARMEN-I_IR_729	es	False
CARMEN-I_IR_730	es	False
CARMEN-I_IR_731	bi	False
CARMEN-I_IR_732	es	False
CARMEN-I_IR_733	es	False
CARMEN-I_IR_734	es	False
CARMEN-I_IR_735	es	False
CARMEN-I_IA_PROCESO_ACTUAL_61	es	True
CARMEN-I_IR_736	bi	False
CARMEN-I_IT_PROCESO_ACTUAL_32	es	False
CARMEN-I_IR_737	es	False
CARMEN-I_IR_738	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_26	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_30	es	True
CARMEN-I_IA_ANTECEDENTES_85	es	False
CARMEN-I_IR_739	es	False
CARMEN-I_IR_740	bi	False
CARMEN-I_IR_741	bi	False
CARMEN-I_IT_ANTECEDENTES_31	es	False
CARMEN-I_IR_742	es	False
CARMEN-I_IR_743	es	False
CARMEN-I_IR_744	es	False
CARMEN-I_IR_745	es	False
CARMEN-I_IA_PROCESO_ACTUAL_62	es	False
CARMEN-I_IR_746	cat	False
CARMEN-I_IA_PROCESO_ACTUAL_63	es	False
CARMEN-I_IA_ANTECEDENTES_86	es	True
CARMEN-I_IR_747	es	False
CARMEN-I_IR_748	es	False
CARMEN-I_IR_749	es	False
CARMEN-I_IR_750	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_19	es	True
CARMEN-I_IR_751	es	False
CARMEN-I_IR_752	es	False
CARMEN-I_IR_753	bi	False
CARMEN-I_IT_ANTECEDENTES_32	es	False
CARMEN-I_IR_754	es	False
CARMEN-I_IR_755	es	False
CARMEN-I_IR_756	es	False
CARMEN-I_IA_RADIOGRAFIA_25	es	True
CARMEN-I_IR_757	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_31	es	True
CARMEN-I_IR_758	es	False
CARMEN-I_IR_759	es	False
CARMEN-I_IR_760	bi	False
CARMEN-I_IR_761	bi	False
CARMEN-I_IR_762	es	False
CARMEN-I_IR_763	es	False
CARMEN-I_IR_764	es	False
CARMEN-I_IR_765	es	False
CARMEN-I_IR_766	bi	False
CARMEN-I_IR_767	es	False
CARMEN-I_IR_768	es	False
CARMEN-I_IA_PROCESO_ACTUAL_64	es	True
CARMEN-I_IR_769	es	False
CARMEN-I_IA_SEGUIMIENTO_28	es	False
CARMEN-I_IR_770	es	False
CARMEN-I_IR_771	bi	False
CARMEN-I_IT_PROCESO_ACTUAL_33	es	False
CARMEN-I_IA_RADIOGRAFIA_26	es	True
CARMEN-I_IA_EXPLORACION_CLINICA_20	es	False
CARMEN-I_IR_772	es	False
CARMEN-I_IA_PROCESO_ACTUAL_65	cat	True
CARMEN-I_IR_773	es	False
CARMEN-I_IT_EVOL_4	es	True
CARMEN-I_IR_774	bi	False
CARMEN-I_IR_775	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_32	es	True
CARMEN-I_IA_PLAN_TERAPEUTICO_17	es	True
CARMEN-I_IR_776	es	False
CARMEN-I_IR_777	bi	False
CARMEN-I_IA_ANTECEDENTES_87	es	False
CARMEN-I_IA_PROCESO_ACTUAL_66	es	True
CARMEN-I_IR_778	es	False
CARMEN-I_IT_EXPLORACION_COMPLEMENTARIA_1	es	False
CARMEN-I_IR_779	es	False
CARMEN-I_IA_EXPLORACION_CLINICA_21	es	True
CARMEN-I_IR_780	es	False
CARMEN-I_IA_EVOL_87	es	True
CARMEN-I_IR_781	bi	False
CARMEN-I_IR_782	es	False
CARMEN-I_IR_783	bi	False
CARMEN-I_IT_INTERVENCION_QUIRURGICA_10	es	False
CARMEN-I_IA_ANTECEDENTES_88	es	True
CARMEN-I_IA_ANTECEDENTES_89	es	True
CARMEN-I_IR_784	es	False
CARMEN-I_IR_785	es	False
CARMEN-I_IA_PROCESO_ACTUAL_67	es	False
CARMEN-I_IT_ANTECEDENTES_33	es	False
CARMEN-I_IA_EVOL_88	es	True
CARMEN-I_IA_PLAN_TERAPEUTICO_18	es	True
CARMEN-I_IR_786	bi	False
CARMEN-I_IR_787	es	False
CARMEN-I_IR_788	bi	False
CARMEN-I_IR_789	bi	False
CARMEN-I_IR_790	bi	False
CARMEN-I_IA_RADIOGRAFIA_27	es	True
CARMEN-I_IR_791	es	False
CARMEN-I_IR_792	es	False
CARMEN-I_IT_ANTECEDENTES_34	es	False
CARMEN-I_IT_ANTECEDENTES_35	cat	False
CARMEN-I_IR_793	es	False
CARMEN-I_IR_794	es	False
CARMEN-I_IA_ANTECEDENTES_90	es	True
CARMEN-I_IR_795	es	False
CARMEN-I_IA_SEGUIMIENTO_29	cat	False
CARMEN-I_IR_796	bi	False
CARMEN-I_IR_797	es	False
CARMEN-I_IR_798	bi	False
CARMEN-I_IR_799	cat	False
CARMEN-I_IR_800	es	False
CARMEN-I_IA_EVOL_89	es	True
CARMEN-I_IR_801	es	False
CARMEN-I_IR_802	es	False
